"BehaviorSpace results (NetLogo 6.2.0)"
"Signaling Game.nlogo"
"experiment"
"09/17/2022 08:10:04:276 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-14","14"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"number-of-states","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"print-probabilities?","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true"
,"51.39","50.11","53.33","53.56","51.39","51.25","55","67.01","50.18","51.79","70.06","62.5","50","58.33","60.89","51.79","50","68","50.52","53.13","58.33","50.22","62.5","53.13","52.38","55","50.42","58.68","51.11","53.13","58.33","53.13","58.68","62.5","52.3","50.52","50.42","65.13","54.5","68","53.13","51.11","65.13","64.67","54.5","57.03","51.39","65.13","51.39","50.42","51.79","51.79","50.5","56.35","51.11","54.5","55","51.11","50.5","53.33","50.42","60.06","56.35","60.06","60.89","58.68","60.89","55.56","50","51.11","54.5","60.89","60.89","62.86","53.13","55.56","50.18","51.11","58.68","67.01","56.38","54.82","50.5","58.33","65.13","51.25","51.39","50","50","56.38","70.06","51.39","58.33","67.01","51.25","51.39","53.13","58.68","51.79","57.03"
,"53.33","50.35","51.25","53.56","51.39","53.13","52.38","67.01","50","50.11","70.06","62.5","50","54.82","60.89","51.79","50","70.06","53.4","50.42","58.33","51.25","65.13","53.13","52.89","58.33","51.11","58.68","51.11","54.5","58.33","53.13","60.89","67.01","52.3","50.52","51.11","68","55.56","70.06","50.42","55","65.13","65.43","60.89","57.56","51.39","65.13","51.39","50.22","51.79","50.11","52","56.35","51.11","54.5","55","51.79","52","56.13","50.42","60.06","56.35","56.25","62.5","58.68","60.89","55.56","50.42","51.11","54.5","60.89","60.89","62.86","53.13","56.38","50.52","51.11","60.89","67.01","56.38","54.82","51.39","58.33","68","51.25","51.39","50","50.42","57.03","62.86","50","54.82","60.06","53.13","51.39","53.13","60.89","51.79","57.56"
,"53.33","50.62","51.25","53.56","51.39","51.59","51.11","68.43","50.09","50.11","70.06","65.13","50.18","51.43","65.13","50.52","50","70.06","54.29","50.42","58.33","51.25","67.01","54.5","53.33","60.89","51.11","58.68","51.79","55.56","62.53","50.42","65.13","67.01","52.3","50.52","51.79","70.06","56.38","72.22","50.42","55","67.01","65.43","60.89","57.56","51.39","65.13","53.33","50.22","51.79","50.11","53.56","60.06","51.11","54.5","58.33","51.79","52","58.33","50","61.43","57.44","56.25","63.72","58.68","65.13","55.56","51.11","51.11","54.5","62.5","60.89","62.86","58.68","56.38","50.52","51.79","60.89","68.43","56.38","54.82","52.3","54.82","68","51.25","51.39","51.25","50.42","57.56","62.86","50.5","52.86","60.06","50.5","50.22","53.13","62.5","52.38","58"
,"55","50.62","51.25","53.56","50.22","51.59","50.48","68.43","50.09","50.11","70.06","67.01","50.18","51.43","68","50.52","50.42","72.22","54.29","51.11","58.33","51.25","67.01","60.89","59.07","62.86","51.11","60.89","51.79","56.38","63.44","50.42","67.01","68.43","50.71","50.52","51.79","71.59","56.38","73.84","51.11","55","68.43","70.41","60.89","58","51.39","65.13","56.13","50.22","51.79","50.11","53.56","61.43","55","55.56","60.89","52.38","53.56","60.89","50","62.53","57.44","58.6","64.67","58.68","68","55.56","51.79","50.18","51.11","67.01","60.89","64.99","62.5","56.38","50.52","51.79","65.13","71.59","57.03","56.9","54.94","56.9","68","52.38","53.33","53.13","50.42","57.56","64.99","50.5","54.5","62.86","51.43","51.25","50.42","62.5","50.89","58.37"
,"52.38","50.62","52.38","54.94","50.22","51.59","50.48","69.53","50.09","50.35","70.06","60.06","50.52","52.83","68","50.52","53.33","73.84","54.29","51.79","58.33","50.4","68.43","55","59.07","64.99","51.79","65.13","56.35","56.38","63.44","50.42","68.43","71.59","50.71","50.89","52.38","72.78","56.38","75.51","51.11","56.35","69.53","70.41","60.89","58","53.33","67.01","58.33","51.25","51.79","50.35","53.56","61.43","55","62.5","60.89","57.44","53.56","62.86","50.18","62.53","58.33","60.5","64.67","58.68","70.06","58.68","52.38","50.52","51.11","70.06","62.5","66.67","65.13","56.38","50.09","52.38","67.01","72.78","64.67","58.6","57.26","54.5","70.06","53.4","56.13","51.59","50","58","64.99","50","54.5","58.6","52.41","50","50.42","67.01","50.29","58.68"
,"52.38","50.89","51.11","56.13","51.25","52.86","50.99","69.53","50.09","50.35","70.06","60.06","50.07","54.17","68","50.52","53.33","75.09","54.29","51.79","60.89","50.4","71.59","55","59.07","66.67","50.52","65.13","57.44","56.38","66.67","51.11","68.43","73.84","50.13","50.89","52.89","73.73","56.38","76.8","51.11","56.35","69.53","71.13","62.5","58","53.33","60.06","58.33","51.25","51.79","50.35","54.94","57.44","56.35","63.72","62.86","57.44","54.94","64.99","50.52","63.44","58.33","60.5","65.43","53.33","70.06","58.68","52.89","50.52","50","70.06","63.72","66.67","65.13","56.38","50.09","52.89","70.06","73.73","65.43","60","54.17","54.5","70.06","53.4","58.33","51.59","50","58.37","64.99","50","55.93","58.6","53.33","50","50.42","70.06","50.51","58.68"
,"51.11","50.89","52.86","56.13","51.25","54","50.99","70.41","50.29","50.35","71.59","60.06","50","54.17","70.06","50.89","53.33","76.8","55.04","50.52","60.89","50.4","71.59","55","59.07","66.67","50.89","58.33","57.44","57.03","67.52","51.11","71.59","75.51","50.09","50.89","52.89","76.08","57.03","77.83","50","57.44","70.41","64.2","62.5","58","56.13","60.06","60.06","51.25","51.79","50","57.26","57.44","56.35","64.67","64.99","57.44","56.13","66.67","50.52","64.2","58.33","62.05","65.43","53.33","71.59","60.89","53.33","50.89","50","70.06","64.67","68.43","68","56.38","50.09","52.89","70.06","74.5","66.06","61.16","55.36","55.93","70.06","53.4","58.33","51.59","51.25","58.68","60.5","50","57.56","60","51.39","50.24","53.33","72.22","50.74","54.33"
,"51.11","50.89","52.86","56.13","51.25","55","50.99","70.41","52.54","50","72.78","60.06","50.35","55.76","70.06","50.89","55","78.13","55.69","50.09","60.89","50.4","72.78","55","59.07","68.01","51.25","60.89","54.29","57.03","70.01","51.11","72.78","76.8","50.09","51.25","52.89","77.83","57.03","78.66","50","57.44","70.41","64.2","67.01","58.37","58.33","62.86","61.43","51.25","51.79","50","58.68","55","57.44","69.53","64.99","57.44","57.14","68.43","50.52","64.85","55.04","62.05","65.43","53.33","73.84","60.89","53.33","51.25","51.39","70.06","69.53","68.43","68","56.38","50.09","53.33","72.22","75.14","66.06","62.14","56.4","57.56","71.59","53.4","60.06","51.59","51.25","58.95","62.05","50","58.94","62.05","52","50.04","53.33","73.84","50.32","60.68"
,"51.11","50.89","54","57.14","52.38","55","50.99","71.13","53.16","50","72.78","61.43","50.13","55.76","70.06","51.25","52.38","78.13","56.25","50","60.89","50.4","72.78","56.35","59.7","69.84","51.25","60.89","57.44","57.03","71.95","51.11","73.73","77.83","50.09","50.51","53.33","79.18","57.03","79.36","50.4","57.44","70.41","64.85","68.43","58.37","60.89","62.86","62.53","51.25","52.38","50","58.68","57.14","57.44","72.78","64.99","57.44","57.14","69.84","50.09","64.85","55.04","63.33","70.41","55","75.09","60.89","53.33","51.25","50.24","72.22","72.78","68.43","70.06","57.03","50.09","51.58","72.22","75.68","66.57","62.96","57.32","57.56","72.78","56.25","60.06","50.78","51.25","58.95","62.05","50.5","58.94","62.05","52","50.04","51.25","75.51","50.32","60.68"
,"51.11","50.89","54","57.14","52.38","57.14","50.99","74.5","53.16","50.05","72.78","64.4","50.13","55.76","71.59","51.25","54.82","79.18","52.73","50","62.86","51.11","73.73","57.44","60.23","71.31","51.25","60.89","57.44","57.56","73.49","51.79","76.08","77.83","50.09","50.51","53.33","80.03","64.67","80.74","50.24","57.44","71.13","68.23","68.43","58.68","62.86","62.86","65.65","51.25","57.44","50","59.88","57.14","57.44","73.73","64.99","57.44","57.14","70.99","50.09","65.4","55.69","65.09","73.73","52.38","76.8","65.13","53.71","51.58","50.24","73.84","75.09","69.84","72.22","57.56","50.09","50.15","73.84","78.13","67.01","62.96","59.38","58.94","72.78","56.25","60.06","51.7","51.25","58.95","62.05","50.5","60.11","63.72","52","50.04","50","75.51","50.11","61.08"
,"50","50.15","54","57.14","53.4","58.18","50.51","76.89","53.16","50.05","73.73","64.4","50.13","53.64","73.84","51.25","52.86","80.25","55.57","50.05","64.99","52.86","74.5","58.33","60.23","71.31","51.58","60.89","57.44","65.43","74.33","51.79","76.89","79.18","50.45","50.17","53.71","80.03","69.53","81.34","50.24","57.44","71.72","68.85","71.59","58.68","64.4","57.26","68.01","51.25","57.44","50","62.11","57.14","57.44","74.5","66.67","53.13","58","72.5","50.29","65.88","55.69","66.23","76.08","54.82","69.84","68","53.71","51.58","50.24","75.09","75.09","69.84","73.84","65.43","50.09","50.28","75.51","78.61","72.22","62.96","59.38","58.94","75.09","56.25","61.43","52.6","52.38","58.95","62.05","51.43","57.81","65.09","52.58","50.48","50","76.8","51.65","61.08"
,"50","50.15","54","58","53.4","59.07","50.51","78.66","55.86","50.05","76.08","66.67","50.57","54.8","73.84","51.25","52.86","81.12","56.15","50.05","66.67","54","75.14","62.53","60.23","72.5","51.58","60.89","58.44","66.06","75.61","52.38","78.66","80.25","50.45","50.17","53.71","80.74","69.53","82.45","50","61.43","71.72","68.85","72.78","58.68","65.65","59.18","69.84","50.4","58.33","50.05","63.22","55.21","57.44","75.14","68.43","53.13","58","73.73","50.29","65.88","55.69","66.23","69.1","54.82","71.31","70.06","53.71","51.58","50.24","75.09","76.8","69.84","75.09","70.41","50.09","50.28","76.8","79.02","72.65","63.68","56.77","58.94","76.8","54","64.4","52.6","54.82","58.95","62.05","52.41","57.81","66.23","52.58","50.09","50.5","77.83","51.11","61.08"
,"50","50","55.93","58","54.29","56.92","50.51","79.36","55.86","50.05","77.83","68.43","50.57","54.8","75.09","51.25","54.5","81.84","56.68","50.17","68.01","55.93","75.68","62.53","60.23","73.73","51.88","60.89","54.17","66.06","76.67","52.38","79.36","81.12","50.45","50.17","54.04","80.74","69.53","83.35","50","61.43","72.22","68.85","75.09","58.68","65.65","59.18","71.31","50.4","58.33","50.05","63.22","55.21","58.33","77.56","68.43","53.13","58","74.75","50.29","69.38","55.69","67.2","69.1","54.82","72.5","70.06","53.71","51.58","50.24","76.08","77.83","63.93","76.08","71.13","50.09","50","78.13","80.87","76.14","64.29","54.95","56.76","77.83","55","66.67","52.6","56.25","58.95","62.05","53.33","59.26","66.23","51.3","50","50.5","79.18","51.4","65.88"
,"50","50","55.93","58","55.04","58.73","50.08","79.36","55.86","50.03","77.83","68.43","50.3","54.8","75.09","50.51","51.39","82.45","57.14","50.17","69.1","55.93","76.14","62.53","60.23","74.75","51.88","62.86","54.91","71.13","77.42","52.38","79.94","81.84","51.32","50.03","54.04","81.34","70.41","84.09","50.13","64.4","75.68","69.38","76.08","58.68","65.65","60.78","71.31","51.59","62.53","50.05","65.13","55.21","58.33","79.36","68.43","56.13","58","74.75","50.29","72","55.69","68.75","70.01","52.86","73.49","70.06","53.71","51.88","50.71","76.89","78.66","65.13","76.89","74.5","50","50.14","78.13","82.29","76.14","66.77","54.95","58.1","77.83","55","68.01","52.6","56.25","54.58","63.33","54.17","60.5","66.23","51.3","50.06","51.43","80.25","51.67","69.38"
,"50","50.3","55.93","58","58.44","58.73","50.13","80.74","55.86","50.57","79.18","69.84","50.3","54.8","75.09","50.51","50.62","82.45","57.14","50.03","70.99","55.93","78.61","65.65","64.85","75.79","51.88","64.99","54.91","71.13","77.42","52.89","80.44","82.45","52.06","50.03","54.04","82.45","71.13","84.09","50.09","64.4","75.68","69.84","77.83","58.68","66.67","60.78","72.5","50.04","62.53","50.15","65.13","53.86","58.33","79.94","69.84","58.68","58","75.79","50.29","74.04","56.25","68.75","70.01","52.86","73.49","72.22","54.04","51.88","50.71","78.66","80.03","66.14","78.66","75.14","50.99","50.14","79.18","83.41","76.14","66.77","56.31","59.26","78.66","55","68.01","52.6","56.25","52.6","63.33","52.44","61.58","67.73","51.72","50.06","51.43","81.12","51.93","69.84"
,"50.13","50.3","54.17","58.74","59.28","60.26","50.13","80.74","54.17","51.11","80.25","69.84","50.71","55.84","76.08","50.74","50.22","83.35","60","50.03","72.5","57.14","78.61","68.01","68.23","76.67","52.14","66.67","55.57","71.13","78.32","52.89","80.87","83.35","53.25","51.28","54.33","82.45","71.72","84.63","50.09","66.67","76.14","72.5","78.66","67.01","66.67","60.78","73.73","50.04","65.65","50.03","65.13","53.86","58.33","80.44","71.31","60.78","60.89","76.67","50.05","74.56","56.74","69.62","71.95","54","73.49","72.22","54.04","51.88","50.13","79.36","80.03","67.76","79.36","75.14","50.51","50.14","80.25","83.41","78.61","66.77","57.14","60.5","79.36","55","69.1","53.43","56.25","52.6","64.4","52.44","61.58","68.98","52.12","50.06","51.43","81.84","51.93","70.25"
,"50.13","50.3","55.56","58.74","56.61","61.58","50.13","81.84","54.17","52.13","80.25","69.84","50.71","54.13","76.89","50.32","50.69","83.87","60.5","50.03","72.5","57.14","80.44","69.1","68.85","77.42","52.14","66.67","55.57","71.72","78.98","52.89","81.24","83.87","54.13","51.28","54.58","82.96","71.72","85.08","50.62","68.43","76.14","72.5","80.03","67.39","67.52","60.78","74.75","50.04","66.67","50.03","65.13","55.19","62.53","80.87","72.5","62.5","60.89","77.42","50.05","74.56","60.62","70.37","72.75","54","74.33","73.84","54.04","51.88","51.11","79.94","80.74","68.67","80.74","75.14","50.89","50.38","81.12","83.8","80.44","68.75","57.14","61.58","79.36","55","70.99","53.43","57.44","52.6","66.23","54.21","62.51","70.04","52.5","50.88","51.43","81.84","52.17","70.61"
,"51.11","50.3","56.76","58.74","57.27","62.71","50.01","82.45","54.17","52.89","80.25","69.84","51.16","52.94","77.56","50.11","50.69","84.33","60.94","50.03","73.73","57.14","80.87","70.99","69.38","78.32","52.38","68.43","55.57","72.22","78.98","58.33","82.67","84.33","54.13","51.65","61.08","83.87","72.22","85.48","50.62","69.84","76.14","74.56","80.03","72.65","67.52","62.11","75.61","50.04","66.67","50","66.14","54.04","65.65","82.29","72.5","62.5","61.75","77.42","50","75.01","60.62","71.03","72.75","54","75.61","75.51","54.04","52.14","51.79","80.44","81.34","69.46","81.84","75.68","50.51","50.08","81.84","84.15","80.87","69.38","57.14","62.71","80.74","55","72.5","54.17","60","52.79","66.23","55.84","62.51","71.13","52.86","50.88","51.43","82.73","54.26","66.12"
,"52.38","50.3","57.81","59.39","57.84","63.7","50.15","82.45","54.17","52.89","81.12","70.99","51.16","52.08","79.36","50.11","50.69","85.08","61.34","50.03","74.75","58.18","82.29","71.95","69.84","79.09","52.38","69.84","56.15","72.65","79.76","59.07","83.8","84.72","54.13","51.65","61.08","84.33","72.65","85.84","50.62","70.99","78.61","76.19","80.03","72.65","70.01","62.11","76.34","50.04","69.1","50","66.14","55.08","65.65","82.67","73.73","58.68","61.75","78.32","50","76.67","63.68","71.61","74.33","55","76.34","76.8","52.14","52.38","51.79","80.87","82.45","69.46","81.84","76.14","50.81","50.08","82.45","84.45","81.24","69.93","58.44","63.7","81.34","55.86","73.49","53","61.16","52.97","67.2","54.13","63.34","71.13","54.82","51.3","52.83","83.47","54.57","68.75"
,"53.33","50.3","58.73","59.39","57.84","64.57","50.39","83.35","54.17","52.89","81.84","72.5","51.16","51.47","79.94","50.21","51.43","85.48","61.71","51.28","75.79","60.11","83.41","73.49","72.5","79.76","51.36","70.99","56.15","72.65","80.34","59.7","83.8","85.48","55.39","51.65","65.88","84.72","73.02","86.15","50.62","66.23","79.02","76.67","80.74","72.65","70.01","63.93","76.97","50.04","69.1","50","67.01","55.08","65.65","83.01","74.75","60","61.75","78.32","50","77.09","64.29","71.61","75.04","55","76.34","78.13","52.14","52.6","51.79","81.24","83.35","70.16","82.45","78.61","50.5","50.18","83.35","84.72","81.57","66.43","59.26","64.73","82.45","55.86","74.75","53","61.16","52.97","68.03","55.39","63.34","72.05","54.82","52.71","54.17","84.09","56.57","69.12"
,"53.33","50.3","59.52","59.39","58.34","65.64","50.17","83.87","54.17","52.89","82.45","73.49","50.8","51.47","80.44","50.21","51.43","85.84","61.71","53","76.67","61.72","84.33","74.33","74.56","80.44","50.78","71.95","58.82","76.14","80.34","59.7","84.72","85.84","56.31","52","69.38","84.72","73.35","86.79","51.32","67.2","72.5","78.01","81.34","73.02","71.95","65.43","78.06","50.04","70.01","50","68.67","56.01","65.65","84.15","75.79","60","62.5","78.32","50","77.46","66.77","72.12","76.34","55.86","77.42","79.18","52.14","51.54","50.48","81.57","83.87","70.77","82.96","78.61","50.74","50.18","84.09","84.97","81.87","68.07","59.99","65.64","83.35","56.61","75.61","53","61.16","52.97","68.03","56.31","63.34","73.01","55.25","52.71","55.36","84.72","58.34","69.12"
,"53.33","50.71","59.52","59.39","61.11","63.36","50.36","84.33","56.12","52.89","82.96","74.33","50.8","51.47","81.85","50.08","50.86","86.48","58.55","52.19","76.67","61.72","84.33","75.61","74.56","81.03","50.78","72.75","59.45","76.14","80.34","56.25","85.48","86.48","57.14","52","72","85.07","73.35","87.35","50.69","68.03","74.56","78.44","81.85","73.35","73.49","65.43","78.63","50.04","71.95","50","70.06","54.91","65.65","85.07","76.67","60","62.5","78.98","50.03","77.8","68.75","72.58","76.34","55.86","78.32","80.25","52.38","51.7","50.48","83.01","84.33","70.77","82.96","79.02","50.98","50.18","84.72","85.9","83.31","68.59","59.99","66.44","84.09","54.82","76.67","53","61.16","52.97","64.55","56.31","63.34","73.83","57.17","53.3","57.14","85.26","58.34","69.46"
,"53.33","50.45","61.14","59.95","61.63","63.36","50.36","84.72","57.81","54.04","83.87","75.61","50.8","51.02","81.85","50.15","51.47","86.79","60.91","51.6","77.56","63.07","84.72","76.34","76.19","81.54","50.44","73.44","60","78.61","80.85","56.74","85.84","86.48","57.14","52","72.5","85.84","76.89","87.82","51.25","68.75","76.19","78.82","82.29","73.35","74.33","66.69","79.12","50.04","72.75","51.13","71.22","54.91","65.65","85.38","77.42","60","62.5","79.55","50.11","78.1","69.38","74.01","76.34","54.17","79.09","81.12","52.38","51.85","50.48","83.01","84.72","70.77","83.87","80.87","50.68","50.31","85.26","80.62","83.31","69.07","60.65","64.13","84.63","55.4","77.56","53","61.16","52.97","65.25","57.54","64.06","73.83","58.9","53.3","54.8","85.72","58.34","69.76"
,"53.33","50.45","59.14","59.95","61.63","64.13","50.36","85.48","57.81","54.04","84.33","76.34","50.8","51.67","82.29","50.15","51.47","87.08","60.91","51.6","78.32","63.07","85.07","76.34","76.67","81.54","50.44","75.04","60.5","79.02","80.85","56.74","86.48","87.03","58.44","52","72.94","85.84","77.2","87.82","50.24","68.75","76.67","79.95","82.67","73.35","75.61","68","80.06","50.04","72.75","50.38","72.22","54.05","65.65","86.15","78.32","61.14","62.5","80.34","50.21","78.1","71.03","75.21","76.97","54.82","79.76","81.84","52.38","51.99","50.04","84.15","85.48","72.22","84.33","81.24","50.47","50.31","85.8","80.62","83.31","69.49","58.79","64.13","85.26","55.4","78.32","53.57","61.16","53.13","65.25","57.54","64.06","74.55","58.9","54.85","55.84","86.27","58.75","69.76"
,"53.33","50.45","57.59","59.95","62.1","65.06","50.18","85.84","59.26","54.04","85.08","76.34","50.55","52.21","82.67","50.06","50.96","87.33","61.28","51.17","78.32","63.07","85.38","77.42","77.09","82","50.44","75.66","60.94","79.02","81.31","56.74","86.79","87.35","59.6","52.32","75.01","86.48","77.47","88.24","50.24","70.37","78.01","80.9","83.01","76.89","75.61","68","80.85","50.04","73.44","50.38","73.09","54.05","66.67","86.15","78.98","62.12","62.5","80.85","50.13","78.37","71.03","75.21","76.97","54.82","80.44","82.45","52.38","51.99","50.5","84.45","86.13","72.22","84.72","82.67","50.47","50.31","86.27","80.91","83.31","69.49","58.79","64.13","85.8","55.4","79.09","54.08","62.14","53.27","62.58","58.63","65.33","74.55","59.41","55.51","57.3","86.73","59.12","70.04"
,"54.21","50.8","58.75","63.15","62.52","65.06","50.74","86.15","60.26","54.04","85.72","76.34","50.86","52.21","83.8","50.06","50.96","87.33","61.62","51.17","78.98","60.5","85.65","78.32","77.46","82.41","50.44","76.97","61.34","80.87","82","57.16","87.35","87.82","59.6","52.61","76.67","87.03","77.47","88.52","50.55","71.03","78.01","81.26","83.31","79.39","76.34","68","81.54","50.04","75.04","50.59","73.84","54.05","67.52","86.43","78.98","62.98","64.99","81.31","50.13","78.63","71.61","75.65","76.97","54.82","81.03","82.96","52.38","52.12","50.5","84.72","86.67","72.22","85.07","83.8","50.47","50.31","86.73","81.88","84.45","70.94","59.36","64.13","86.27","55.92","79.09","54.08","62.96","53.27","64.06","58.63","65.33","71","59.88","57.03","57.3","87.14","59.12","70.29"
,"55.84","50.8","58.75","63.72","62.52","63.13","50.48","86.15","61.14","54.04","86.13","77.42","50.86","52.21","84.72","50.01","51.47","87.56","61.94","51.17","79.76","60.5","85.65","78.98","78.82","82.41","50.23","78.06","63.89","81.24","82.61","57.16","87.63","87.82","59.6","52.61","77.09","87.35","77.71","88.89","50.91","71.03","79.12","82.07","83.31","79.71","77.42","68","82.14","50.03","75.66","50.79","74.5","54.73","70.01","87.08","79.76","63.74","65.7","82","50.05","78.63","73","76.68","76.97","51.88","81.62","83.87","52.38","52.12","50.5","84.97","87.03","72.78","85.84","84.15","50.31","50.31","87.14","82.7","85.38","71.34","59.88","64.82","86.67","52.78","79.76","54.08","62.96","53.4","64.71","58.63","66.01","71.66","61.5","57.03","57.3","87.56","59.46","70.29"
,"55.84","50.8","59.48","64.22","62.52","63.13","50.48","86.43","61.9","54.04","86.48","78.06","50.62","52.21","85.07","50.04","51.47","87.76","62.23","51.17","80.34","60.5","86.43","79.55","79.17","78.36","50.11","78.63","64.3","81.57","83.02","57.54","87.88","88.24","59.6","50.71","78.44","87.82","71.23","89.15","50.91","72.4","80.06","82.07","83.57","79.99","78.32","68","82.67","50.03","76.19","50.79","75.41","54.73","70.78","87.33","80.34","60.78","66.33","82","50.05","78.63","74.17","77.58","77.52","51.88","82.14","84.33","52.6","52.12","50.1","85.9","87.5","74.03","86.15","85.07","50.2","51.51","87.56","82.97","86.15","72.59","59.88","65.78","87.03","54.63","80.34","54.55","62.96","58.9","65.29","58.63","66.01","72.55","61.5","57.71","58.33","87.56","59.46","70.53"
,"57.3","51.17","60.55","64.67","64.94","63.82","50.29","86.68","61.9","55.08","86.48","78.63","50.62","52.95","85.84","50.04","52.24","87.95","62.5","50.86","80.85","61.58","87.08","80.06","79.48","79.04","50.11","79.55","64.66","81.57","83.02","57.54","88.36","88.24","60.47","50.71","78.82","88.11","73.98","89.48","50.24","73.56","80.85","82.07","83.81","80.25","78.98","69.11","83.14","50.22","77.52","50.79","75.41","54.73","71.44","87.56","80.34","60.78","66.33","82.41","50.01","78.63","74.72","78.36","78.01","51.88","82.61","85.08","57.54","52.12","50","85.9","87.82","70.05","86.43","85.84","50.2","51.51","87.92","83.22","86.43","73.67","59.88","65.78","87.5","54.63","81.03","54.55","65.31","58.9","65.29","59.6","66.01","72.55","61.96","58.33","58.33","87.92","59.78","70.74"
,"58.33","52.17","60.55","67.36","65.35","64.45","50.49","86.9","61.9","54.08","87.03","79.55","50.62","53.55","86.48","50.04","52.24","88.12","62.75","50.62","81.31","61.58","87.33","80.06","79.76","79.47","50.11","80.06","65","81.87","83.55","57.87","88.78","88.6","60.47","50.71","79.95","88.36","76.11","89.71","50.24","74.17","80.85","82.4","84.03","82.13","79.76","69.11","83.55","50.22","78.63","51","76","53.98","72","87.76","81.03","61.43","66.33","83.02","50.01","80.02","74.72","78.78","79.12","53.45","83.14","85.72","57.87","52.12","50","86.68","87.82","66.45","86.68","86.15","50.13","51.8","88.28","83.93","86.43","74.61","59.88","65.78","87.82","54.63","81.54","53.54","65.31","58.9","65.81","59.6","67.14","69.68","61.96","58.33","59.7","88.24","59.78","70.94"
